Hospital Name,State,District
PHC BELBAHRA,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
Phc devari balaji,CHHATTISGARH,KANKER
PHC SHYANG,CHHATTISGARH,KORBA
UCHC 50 BEDS HOSPITAL AYURVEDIK CAMPUS,CHHATTISGARH,RAIPUR
PHC KARSI,CHHATTISGARH,SURAJPUR
CHC SECTOR 25 RAKHI,CHHATTISGARH,RAIPUR
PHC GHOLENG,CHHATTISGARH,JASHPUR
PHC Darrighat,CHHATTISGARH,BILASPUR
PHC PAIKU,CHHATTISGARH,JASHPUR
PHC KUKURDIKALA,CHHATTISGARH,BILASPUR
PHC Dargah Lutra Sharif,CHHATTISGARH,BILASPUR
PHC JARONDHA,CHHATTISGARH,BILASPUR
PHC METAPAL,CHHATTISGARH,DANTEWADA
PRIMARY HEALTH CENTER KILKILA,CHHATTISGARH,JASHPUR
PHC AMAGOHAN,CHHATTISGARH,BILASPUR
PHC PONDI,CHHATTISGARH,BILASPUR
PHC POTALI,CHHATTISGARH,DANTEWADA
PHC JUNAPARA,CHHATTISGARH,BILASPUR
PHC PALNAR,CHHATTISGARH,DANTEWADA
PHC SONDAKA RAIGARH,CHHATTISGARH,RAIGARH
PHC KHAMHAR RAIGARH,CHHATTISGARH,RAIGARH
PHC BARRA RAIGARH,CHHATTISGARH,RAIGARH
PHC URBA RAIGARH,CHHATTISGARH,RAIGARH
PHC  BAHIRKELA RAIGARH,CHHATTISGARH,RAIGARH
PHC BHEDWAN RAIGARH,CHHATTISGARH,SARANGARH BILAIGARH
PHC LAMDAND RAIGARH,CHHATTISGARH,RAIGARH
PHC NAURANGPUR RAIGARH,CHHATTISGARH,RAIGARH
PHC KANAKBIRA RAIGARH,CHHATTISGARH,SARANGARH BILAIGARH
PHC  JATARI RAIGARH,CHHATTISGARH,RAIGARH
PHC KHONDHARA,CHHATTISGARH,BILASPUR
PHC GANPATPUR RAIGARH,CHHATTISGARH,RAIGARH
PHC BANGURSIYA RAIGARH,CHHATTISGARH,RAIGARH
PHC KUMARTA RAIGARH,CHHATTISGARH,RAIGARH
PHC CHALHA RAIGARH,CHHATTISGARH,RAIGARH
PHC KONDTARAI RAIGARH,CHHATTISGARH,RAIGARH
PHC SAMBALPURI RAIGARH,CHHATTISGARH,RAIGARH
PHC BHAGORA RAIGARH,CHHATTISGARH,RAIGARH
PHC BANORA RAIGARH,CHHATTISGARH,RAIGARH
PHC SARWANI RAIGARH,CHHATTISGARH,RAIGARH
PHC GORPAR RAIGARH,CHHATTISGARH,RAIGARH
Primary Health Center Bataikela,CHHATTISGARH,JASHPUR
PHC PONDUM,CHHATTISGARH,DANTEWADA
PHC DOKDA ,CHHATTISGARH,JASHPUR
PHC BAYASI RAIGARH,CHHATTISGARH,RAIGARH
Primary health centre Kastura,CHHATTISGARH,JASHPUR
PHC BELGAHNA,CHHATTISGARH,BILASPUR
PRAMARY HEALTH CENTER BAMHANI,CHHATTISGARH,MAHASAMUND
PHC Pirda Block Malkharoda,CHHATTISGARH,SAKTI
PHC NAWAGAON SEEPAT,CHHATTISGARH,BILASPUR
PHC NEGANAR,CHHATTISGARH,BASTAR
PHC MALGAON,CHHATTISGARH,BASTAR
PHC TITIRGAON,CHHATTISGARH,BASTAR
Urban PHC Geedam road Jagdalpur,CHHATTISGARH,BASTAR
PHC KALEPAL,CHHATTISGARH,BASTAR
PHC MAVLIBHATA,CHHATTISGARH,BASTAR
PHC KACHNAR,CHHATTISGARH,BASTAR
PHC RANSARGIPAL,CHHATTISGARH,BASTAR
PHC SINGANPUR,CHHATTISGARH,BASTAR
PHC TAHKAPAL,CHHATTISGARH,BASTAR
PHC JAMGAON RAIGARH,CHHATTISGARH,RAIGARH
PHC TUREKELA RAIGARH,CHHATTISGARH,RAIGARH
PHC KARPAWAND,CHHATTISGARH,BASTAR
PHC KOLAVAL,CHHATTISGARH,BASTAR
PHC JAIBEL,CHHATTISGARH,BASTAR
PHC MANGNAR,CHHATTISGARH,BASTAR
UPHC Gogaon,CHHATTISGARH,RAIPUR
PHC KOLCHUR,CHHATTISGARH,BASTAR
PHC PAKHNAKOGERA,CHHATTISGARH,BASTAR
PHC KESHARPAL,CHHATTISGARH,BASTAR
PHC ROTMA,CHHATTISGARH,BASTAR
PHC TIRTHA,CHHATTISGARH,BASTAR
PHC MUNDAGAON,CHHATTISGARH,BASTAR
PHC BHUSARAS,CHHATTISGARH,DANTEWADA
PHC KUKANAR,CHHATTISGARH,SUKMA
PHC MUTANPAL,CHHATTISGARH,BASTAR
PHC BARAMPUR,CHHATTISGARH,MUNGELI
PHC PUSPAL,CHHATTISGARH,SUKMA
phc padampur,CHHATTISGARH,MUNGELI
PHC CHHAPARBHANPURI,CHHATTISGARH,BASTAR
PHC BHARDAKALA,CHHATTISGARH,BALOD
UPHC Kashiramnagar,CHHATTISGARH,RAIPUR
PHC SANKARI,CHHATTISGARH,BALOD
PHC GHOTIYA,CHHATTISGARH,BASTAR
PHC SIRPUR,CHHATTISGARH,MAHASAMUND
Primary Health Center Sonkyari,CHHATTISGARH,JASHPUR
PHC BELAR,CHHATTISGARH,BASTAR
PHC MAINI,CHHATTISGARH,JASHPUR
Phc alnar,CHHATTISGARH,BASTAR
PRIMARY HEALTH CENTRE KHURSUNI,CHHATTISGARH,BALOD
PHC JAGATAKAPA,CHHATTISGARH,MUNGELI
PHC MOCHCHH,CHHATTISGARH,BILASPUR
phckalangpur,CHHATTISGARH,BALOD
PHC SIRSIDA,CHHATTISGARH,BALOD
PHC KOSHALNAR,CHHATTISGARH,Bijapur(CGH)
PHC Bharatpur,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
Phc Hitameta ,CHHATTISGARH,BASTAR
PHC SINODHA,CHHATTISGARH,MAHASAMUND
Phc Sarkhon Nawagarh ,CHHATTISGARH,JANJGIR-CHAMPA
PHC SURDONGER,CHHATTISGARH,BALOD
urben primary health center nawagarh,CHHATTISGARH,SURGUJA
PHC BANJI,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
URBAN PRIMARY HEALTH CENTER BHAGWANPUR,CHHATTISGARH,SURGUJA
PHC KOTADOL,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
PHC BODAR,CHHATTISGARH,KORIYA
UPHC Dindayal Upadhyay Nagar,CHHATTISGARH,RAIPUR
PHC BHANDI,CHHATTISGARH,SURAJPUR
PHC BODRA,CHHATTISGARH,BALOD
PHC GARHSEONI,CHHATTISGARH,MAHASAMUND
PHC ARMARIKALA,CHHATTISGARH,BALOD
PHC BAHRASI,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
PHC RAMGARH,CHHATTISGARH,KORIYA
PHC CHINTALNAR,CHHATTISGARH,SUKMA
UPHC RAJKISHOR NAGAR,CHHATTISGARH,BILASPUR
UPHC MUNGELI,CHHATTISGARH,MUNGELI
Govt. Medical College Associated Hospital Mahasamund,CHHATTISGARH,MAHASAMUND
PHC Mangata ,CHHATTISGARH,RAJNANDGAON
PHC BELOUDI ,CHHATTISGARH,BALOD
PHC DUBCHERA,CHHATTISGARH,BALOD
Phrimary Health Center Latabod,CHHATTISGARH,BALOD
PHC BHANWARMARA,CHHATTISGARH,BALOD
UPHC LAKHOLI,CHHATTISGARH,RAJNANDGAON
PHC NAGARDA,CHHATTISGARH,SARANGARH BILAIGARH
Primery Health Center Naila ,CHHATTISGARH,JANJGIR-CHAMPA
PHC Pinkapar,CHHATTISGARH,BALOD
PRIMARY HEALTH CENTER PALARI,CHHATTISGARH,BALOD
Lt Bisahu Das Mahant Memorial Govt Medical Collage Affiliated Hospital,CHHATTISGARH,KORBA
COMMUNITY HEALTH CENTER RISALI,CHHATTISGARH,DURG
PHC SHOBHA,CHHATTISGARH,GARIABAND
PHC BHATHALI KALA,CHHATTISGARH,MUNGELI
CHC PAMED,CHHATTISGARH,Bijapur(CGH)
PHC TARLAGUDA,CHHATTISGARH,Bijapur(CGH)
PHC SANDI BANGLA,CHHATTISGARH,BALODA BAZAR
PHC KUNJARA,CHHATTISGARH,JASHPUR
UPHC INDIRANAGAR RAIGARH,CHHATTISGARH,RAIGARH
UPHC GANDHINAGAR RAIGARH,CHHATTISGARH,RAIGARH
PHC MARDUM,CHHATTISGARH,BASTAR
PHC Belkhuri,CHHATTISGARH,MUNGELI
PHC BINTA,CHHATTISGARH,BASTAR
PHC KURANDI,CHHATTISGARH,BASTAR
 CHANDULAL CHANDRAKAR MEMORIAL GOVT MEDICAL COLLEGE DURG,CHHATTISGARH,DURG
PHC Dhurkot,CHHATTISGARH,JANJGIR-CHAMPA
Civil Dispensary Seorinaryan ,CHHATTISGARH,JANJGIR-CHAMPA
Primary Health Center Kukrel,CHHATTISGARH,DHAMTARI
GOVT MEDICAL COLLEGE KANKER,CHHATTISGARH,KANKER
PHC SURNAR,CHHATTISGARH,DANTEWADA
CHC Naimed,CHHATTISGARH,Bijapur(CGH)
PRIMARY HEALTH CENTRE KOHKAMETA,CHHATTISGARH,NARAYANPUR
UPHC Kumharpara,CHHATTISGARH,BASTAR
PHC Farsegarh,CHHATTISGARH,Bijapur(CGH)
PHC BEDRE,CHHATTISGARH,Bijapur(CGH)
Primary Health Center Bagra,CHHATTISGARH,BALRAMPUR
PHC KHODRI,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC PALAGUDA,CHHATTISGARH,Bijapur(CGH)
PRIMARY HEALTH CENTRE ARJUNI B,CHHATTISGARH,BALODA BAZAR
UPHCDHARAMPURA,CHHATTISGARH,BASTAR
Phc Barnawapara,CHHATTISGARH,BALODA BAZAR
PHC LALPUR,CHHATTISGARH,KORBA
PHC Jhakarpara,CHHATTISGARH,GARIABAND
PHC Deourgaon,CHHATTISGARH,BEMETARA
phc singhra,CHHATTISGARH,SAKTI
PHC Faguram,CHHATTISGARH,SAKTI
CHC Kelhari,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
SANT BABA GURU GHASHI DASJI MEMORIAL HOSPITAL RAIGARH,CHHATTISGARH,RAIGARH
Govt Medical College Hospital Rajnandgaon,CHHATTISGARH,RAJNANDGAON
Late BRK Memorial Govt. medical College,CHHATTISGARH,BASTAR
DKS POST GRADUATE INSTITUTE & RESEARCH CENTER RAIPUR C.G,CHHATTISGARH,RAIPUR
PHC Anandgaon,CHHATTISGARH,BEMETARA
PHC Gudheli,CHHATTISGARH,BEMETARA
PHC Amadula,CHHATTISGARH,BALOD
PHC Ghotia,CHHATTISGARH,BALOD
PRIMARY HEALTH CENTER ILMIDI,CHHATTISGARH,Bijapur(CGH)
PHC ASTA,CHHATTISGARH,JASHPUR
PHC SHEKHARPUR,CHHATTISGARH,JASHPUR
PHC TAMTA,CHHATTISGARH,JASHPUR
PHC SURANGPANI,CHHATTISGARH,JASHPUR
PHC BAGIA,CHHATTISGARH,JASHPUR
PHC Daldali,CHHATTISGARH,KABIRDHAM
PHC Kunda,CHHATTISGARH,KABIRDHAM
CHC Dhanora,CHHATTISGARH,KONDAGAON
PHC JHARA,CHHATTISGARH,MAHASAMUND
PHC Saldih,CHHATTISGARH,MAHASAMUND
PHC KHAPRIKALA,CHHATTISGARH,MUNGELI
PHC KHAIRWAR KHURD,CHHATTISGARH,MUNGELI
PHC SALHEGHORI,CHHATTISGARH,MUNGELI
PHC KHUDIYA,CHHATTISGARH,MUNGELI
PHC LALPUR,CHHATTISGARH,MUNGELI
PHC CHANDLI,CHHATTISGARH,MUNGELI
PHC SEMARSHAL,CHHATTISGARH,MUNGELI
PHC AMORA,CHHATTISGARH,MUNGELI
PHC BHATGAON,CHHATTISGARH,MUNGELI
PHC RAMBODE,CHHATTISGARH,MUNGELI
PHC SILDHA,CHHATTISGARH,MUNGELI
PHC KHAMARIYA MUNGELI,CHHATTISGARH,MUNGELI
PHC SETGANGA,CHHATTISGARH,MUNGELI
PHC PANDARBHATTA,CHHATTISGARH,MUNGELI
PHC JARHAGAON,CHHATTISGARH,MUNGELI
PHC DASHRANGPUR,CHHATTISGARH,MUNGELI
PHC dhanora,CHHATTISGARH,NARAYANPUR
CHC BHATGAON,CHHATTISGARH,SURAJPUR
PHC GORPANI,CHHATTISGARH,SURAJPUR
CHC LATORI,CHHATTISGARH,SURAJPUR
PHC BASDAI,CHHATTISGARH,SURAJPUR
"PHC, Chandermedha, Surajpur",CHHATTISGARH,SURAJPUR
PHC  deonagar,CHHATTISGARH,SURAJPUR
PHC PALI,CHHATTISGARH,BILASPUR
PHC GANIYARI,CHHATTISGARH,BILASPUR
PHC SAGAR,CHHATTISGARH,BILASPUR
PHC BELPAN,CHHATTISGARH,BILASPUR
PHC DAIJA,CHHATTISGARH,BILASPUR
PHC AMSENA,CHHATTISGARH,BILASPUR
PHC JONDHARA,CHHATTISGARH,BILASPUR
PHC JAIRAM NAGAR,CHHATTISGARH,BILASPUR
PHC LOHARSI,CHHATTISGARH,BILASPUR
PHC MALHAR,CHHATTISGARH,BILASPUR
PHC OKHAR,CHHATTISGARH,BILASPUR
PHC DHOBHAR,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC SEONI GPM,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC DANIKUNDI,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC CHAPORA,CHHATTISGARH,BILASPUR
PHC SADHWANI,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC  BASTI,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC KODGAR,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC Nawagaon,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC AMADAND,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC KOTMI,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC AMADIKHURD,CHHATTISGARH,GAURELLA PENDRA MARWAHI
PHC SIRGITTI,CHHATTISGARH,BILASPUR
PHC BELTARA,CHHATTISGARH,BILASPUR
PHC BODSARA,CHHATTISGARH,BILASPUR
PHC LAKHRAM,CHHATTISGARH,BILASPUR
PHC LINGIYADIH,CHHATTISGARH,BILASPUR
PHC CHAKARBHATA,CHHATTISGARH,BILASPUR
PHC DAGORI,CHHATTISGARH,BILASPUR
PHC BARTORI,CHHATTISGARH,BILASPUR
PHC HARDIKALA,CHHATTISGARH,BILASPUR
PHC KADAR,CHHATTISGARH,BILASPUR
PHC DEVRIKHURD,CHHATTISGARH,BILASPUR
PHC TENGANMADA,CHHATTISGARH,BILASPUR
PHC Salka Nawagaon,CHHATTISGARH,BILASPUR
PHC SHIVTARAI,CHHATTISGARH,BILASPUR
PHC Keonchi,CHHATTISGARH,GAURELLA PENDRA MARWAHI
CHC NAWAPARA ,CHHATTISGARH,RAIPUR
PHC CHAMPARAN,CHHATTISGARH,RAIPUR
PHC PARSADA,CHHATTISGARH,RAIPUR
PHC TORLA,CHHATTISGARH,RAIPUR
UPHC BORIYAKALA,CHHATTISGARH,RAIPUR
PHC MADISARAI,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
PRIMARY HEALTH CENTER BHAFAULI,CHHATTISGARH,SURGUJA
PHC MANSUKH,CHHATTISGARH,KORIYA
PHC SHAHWADA,CHHATTISGARH,KANKER
PHC DAMKASA,CHHATTISGARH,KANKER
PHC PIDHAPAL,CHHATTISGARH,KANKER
AIIMS RAIPUR,CHHATTISGARH,RAIPUR
MCH KONDAGAON,CHHATTISGARH,KONDAGAON
PHC Lahod,CHHATTISGARH,BALODA BAZAR
Govt. Primary Health Center Birkoni,CHHATTISGARH,MAHASAMUND
PHC Mopar,CHHATTISGARH,BALODA BAZAR
phc barela,CHHATTISGARH,MUNGELI
PHC GHORPURA,CHHATTISGARH,MUNGELI
Primry health center kunwarpur,CHHATTISGARH,MANENDRAGARH CHIRIMIRI BHARATPUR
PHC DEVARHAT,CHHATTISGARH,MUNGELI
PHC Manchadoli,CHHATTISGARH,KORBA
PHC LACHHANPUR,CHHATTISGARH,BALODA BAZAR
PHC KACHANA,CHHATTISGARH,DHAMTARI
PHC GHIRGHOLI,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI
Jay Prakash District Hospital Bhopal,MADHYA PRADESH,BHOPAL
BUNDELKHAND MEDICAL COLLEGE SAGAR,MADHYA PRADESH,SAGAR
SGMH AND GMH Rewa,MADHYA PRADESH,REWA
HAMIDIA HOSPITAL,MADHYA PRADESH,BHOPAL
MAHARAJA YASHWANT RAO ,MADHYA PRADESH,INDORE
datia medical college hospital,MADHYA PRADESH,DATIA
NETAJI SUBHASH CHNADRA BOSE MEDICAL COLLEGE JABALPUR ,MADHYA PRADESH,JABALPUR
Jayarogya Hospital,MADHYA PRADESH,GWALIOR
Gwalior Mansik Arogyashala,MADHYA PRADESH,GWALIOR
community health center kareli,MADHYA PRADESH,NARSINGHPUR
District Hospital Dhar,MADHYA PRADESH,DHAR
DH ASHOKNAGAR,MADHYA PRADESH,ASHOK NAGAR
DISTRICT HOSPITAL VIDISHA,MADHYA PRADESH,VIDISHA
District hospital sidhi,MADHYA PRADESH,SIDHI
DH Bhind,MADHYA PRADESH,BHIND
District hospital Panna,MADHYA PRADESH,PANNA
Indira Gandhi District Hospital Seoni,MADHYA PRADESH,SEONI
DH Dindori,MADHYA PRADESH,DINDORI
Govt Hospital Jhabua,MADHYA PRADESH,JHABUA
District Hospital chhatarpur,MADHYA PRADESH,CHHATARPUR
District Hospital Sehore,MADHYA PRADESH,SEHORE
district Hospital Khandwa,MADHYA PRADESH,KHANDWA
dh shajapur,MADHYA PRADESH,SHAJAPUR
MGH Dewas,MADHYA PRADESH,DEWAS
District Hospital Ujjain,MADHYA PRADESH,UJJAIN
District Hospital Tikamgarh,MADHYA PRADESH,TIKAMGARH
DH Katni,MADHYA PRADESH,KATNI
dh chhindwara1,MADHYA PRADESH,CHHINDWARA
DISTRICT HOSPITAL MANDLA,MADHYA PRADESH,MANDLA
DISTRICT HOSPITAL AGAR MALWA,MADHYA PRADESH,AGAR MALWA
DISTRICT HOSPITAL KHARGONE,MADHYA PRADESH,KHARGONE
DISTRICT HOSPITAL SHEOPUR,MADHYA PRADESH,SHEOPUR
DH Indore,MADHYA PRADESH,INDORE
district hospital datia,MADHYA PRADESH,DATIA
District Hospital Ratlam ,MADHYA PRADESH,RATLAM
DH SHAHDOL,MADHYA PRADESH,SHAHDOL
Alirajpur,MADHYA PRADESH,ALIRAJPUR
DISTRICT HOSPITAL DAMOH,MADHYA PRADESH,DAMOH
District Hospital Rajgarh,MADHYA PRADESH,RAJGARH
dh hospital harda,MADHYA PRADESH,HARDA
DH MORENA,MADHYA PRADESH,MORENA
DISTRICT HOSPITAL WAIDHAN,MADHYA PRADESH,SINGRAULI
District Hospital Barwani,MADHYA PRADESH,BARWANI
Vijaya Raje Singhiya,MADHYA PRADESH,NEEMUCH
District Hospital Anuppur,MADHYA PRADESH,ANUPPUR
DH Raisen,MADHYA PRADESH,RAISEN
District Hospital Hoshangabad,MADHYA PRADESH,HOSHANGABAD
SHAID BHAGAT SINGH DIST HOSPITAL BALAGHAT,MADHYA PRADESH,BALAGHAT
District Hospital Satna,MADHYA PRADESH,SATNA
SETH GOVIND DAS DISTRICT HOSPITAL,MADHYA PRADESH,JABALPUR
DH BURHANPUR,MADHYA PRADESH,BURHANPUR
CHC Bankhedi,MADHYA PRADESH,HOSHANGABAD
CHC SUKHTAWA,MADHYA PRADESH,HOSHANGABAD
Community Health Center Babai,MADHYA PRADESH,HOSHANGABAD
chc pipariya,MADHYA PRADESH,HOSHANGABAD
community health center,MADHYA PRADESH,HOSHANGABAD
ELGIN JABALPUR,MADHYA PRADESH,JABALPUR
CHC NAINPUR ,MADHYA PRADESH,MANDLA
CHC Bhabhra,MADHYA PRADESH,ALIRAJPUR
Choudhari Shankarlal Govt  District Hospital Narsinghpur,MADHYA PRADESH,NARSINGHPUR
CHC jobat,MADHYA PRADESH,ALIRAJPUR
District Hospital Gwalior MP,MADHYA PRADESH,GWALIOR
chc sondwa,MADHYA PRADESH,ALIRAJPUR
DISTRICT HOSPITAL SAGAR,MADHYA PRADESH,SAGAR
CHC Bamhani,MADHYA PRADESH,MANDLA
CHC GHUGHRI,MADHYA PRADESH,MANDLA
CHC NARAYANGANJ,MADHYA PRADESH,MANDLA
CHC UDAIGAD ,MADHYA PRADESH,ALIRAJPUR
CHC KATTHIWADA,MADHYA PRADESH,ALIRAJPUR
CHC BIJADANDI,MADHYA PRADESH,MANDLA
CHC MOHGAON,MADHYA PRADESH,MANDLA
CH BINA,MADHYA PRADESH,SAGAR
CIVIL SURGEON CUM HOSPITAL SUPDT DISTRICT HOSPITAL BETUL,MADHYA PRADESH,BETUL
CHC DEORI,MADHYA PRADESH,SAGAR
CHC Mawai,MADHYA PRADESH,MANDLA
Indira Gandhi District Hospital Mandsaur,MADHYA PRADESH,MANDSAUR
civil hospital ranjhi jabalpur,MADHYA PRADESH,JABALPUR
CHC Tendukheda,MADHYA PRADESH,NARSINGHPUR
District Hospital Shivpuri,MADHYA PRADESH,SHIVPURI
CHC KASRAWAD ,MADHYA PRADESH,KHARGONE
CIVIL HOSPITAL SANAWAD,MADHYA PRADESH,KHARGONE
P C Sethi Civil Hospital,MADHYA PRADESH,INDORE
CHC DEPALPUR,MADHYA PRADESH,INDORE
Govt Khan Shakir Ali Khan Gas Rahat Hospital,MADHYA PRADESH,BHOPAL
Kamla Nehru Hospital Gas Rahat Bhopal,MADHYA PRADESH,BHOPAL
JAWAHAR LAL NEHRU GAS RAHAT HOSPITAL BHOPAL,MADHYA PRADESH,BHOPAL
Indira Gandhi Mahila Evam Balya Chikitsalaya Gas Rahat Bhopal,MADHYA PRADESH,BHOPAL
kushabhau thakre district hospital rewa,MADHYA PRADESH,REWA
DH Guna,MADHYA PRADESH,GUNA
civil hospital jabera,MADHYA PRADESH,DAMOH
COMMUNITY HEALTH CENTRA GANDHINAGAR,MADHYA PRADESH,BHOPAL
CHC BERASIA,MADHYA PRADESH,BHOPAL
cil aasta,MADHYA PRADESH,SEHORE
GOVT. COMMUNITY HEALTH CENTER KOLAR  ,MADHYA PRADESH,BHOPAL
CH Beragarh,MADHYA PRADESH,BHOPAL
pandit deendayal hospital umaria ,MADHYA PRADESH,UMARIA
CHC NASRULLAGANJ,MADHYA PRADESH,SEHORE
chc ichawar,MADHYA PRADESH,SEHORE
chc shyampur,MADHYA PRADESH,SEHORE
CIVIL HOSPITAL MAIHAR,MADHYA PRADESH,SATNA
CHC PICHHORE,MADHYA PRADESH,SHIVPURI
civil hospital bareli,MADHYA PRADESH,RAISEN
CIVIL HOSPITAL BEGUMGANJ,MADHYA PRADESH,RAISEN
CHC Mandideep,MADHYA PRADESH,RAISEN
Civil Hospital mhow,MADHYA PRADESH,INDORE
CHC KANNOD,MADHYA PRADESH,DEWAS
CHC MAHESHWAR,MADHYA PRADESH,KHARGONE
CIVIL HOSPITAL WARASEONI,MADHYA PRADESH,BALAGHAT
CH LANJI,MADHYA PRADESH,BALAGHAT
Community Health Center Katangi ,MADHYA PRADESH,BALAGHAT
Civil Hospital Jaora,MADHYA PRADESH,RATLAM
CH VIJAYRAGHAVGARH,MADHYA PRADESH,KATNI
CHC SANWER,MADHYA PRADESH,INDORE
Community Health Center Silwani,MADHYA PRADESH,RAISEN
CHC BETMA,MADHYA PRADESH,INDORE
Pandit Dean Dayal Upadhye CHC Manasa,MADHYA PRADESH,NEEMUCH
CHC SUSNER,MADHYA PRADESH,AGAR MALWA
CIVIL HOSPITAL AMARPATAN,MADHYA PRADESH,SATNA
CHC MUNGAOLI,MADHYA PRADESH,ASHOK NAGAR
GOVT.CIVIL HOSPITAL GADARWARA,MADHYA PRADESH,NARSINGHPUR
CHC BAGLI,MADHYA PRADESH,DEWAS
Civil Hospital Sarangpur,MADHYA PRADESH,RAJGARH
Community Health Center Patan,MADHYA PRADESH,JABALPUR
CIVIL HOSPITAL SIHORA,MADHYA PRADESH,JABALPUR
CHC Jeerapur,MADHYA PRADESH,RAJGARH
CHC PRATHVIPUR,MADHYA PRADESH,TIKAMGARH
CH JAWAD,MADHYA PRADESH,NEEMUCH
CHC NAGOD,MADHYA PRADESH,SATNA
CHC SINGOLI,MADHYA PRADESH,NEEMUCH
Civil Hospital Dabra,MADHYA PRADESH,GWALIOR
CHC Badagaon,MADHYA PRADESH,TIKAMGARH
CHC OBAIDULLAGANJ,MADHYA PRADESH,RAISEN
chc shahpura,MADHYA PRADESH,JABALPUR
CHC Bajna,MADHYA PRADESH,RATLAM
civil hospital khurai,MADHYA PRADESH,SAGAR
CHC PALERA,MADHYA PRADESH,TIKAMGARH
CHC Lavkushnagar,MADHYA PRADESH,CHHATARPUR
CIVIL HOSPITAL JIWAJIGANJ UJJAIN,MADHYA PRADESH,UJJAIN
MADHAV NAGAR HOSPITAL,MADHYA PRADESH,UJJAIN
CHC BADAMALEHRA,MADHYA PRADESH,CHHATARPUR
COMMUNITY HEALTH CENTER PUSHPRAJGARH,MADHYA PRADESH,ANUPPUR
CIVIL HOSPITAL NAGDA,MADHYA PRADESH,UJJAIN
CHC Shahpura,MADHYA PRADESH,DINDORI
COMMUNITY HEALTH CENTER NIWARI,MADHYA PRADESH,TIKAMGARH
CHC Amarpur,MADHYA PRADESH,DINDORI
CHC Bajag,MADHYA PRADESH,DINDORI
chc vikrampur,MADHYA PRADESH,DINDORI
CHC Karanjiya,MADHYA PRADESH,DINDORI
CHC Mehandwani,MADHYA PRADESH,DINDORI
CHC Samnapur,MADHYA PRADESH,DINDORI
Civil Hospital Hazira Gwalior ,MADHYA PRADESH,GWALIOR
CHC JHARDA,MADHYA PRADESH,UJJAIN
CHC Baldevgarh,MADHYA PRADESH,TIKAMGARH
CHC Devendranagar,MADHYA PRADESH,PANNA
CHC GOHARGANJ,MADHYA PRADESH,RAISEN
CHC JATARA,MADHYA PRADESH,TIKAMGARH
CHC KHARGAPUR,MADHYA PRADESH,TIKAMGARH
CH MAHIDPUR,MADHYA PRADESH,UJJAIN
CHC SONKATCH,MADHYA PRADESH,DEWAS
AIIMS Bhopal,MADHYA PRADESH,BHOPAL
CHC NARAYANGARH,MADHYA PRADESH,MANDSAUR
CHC NAGARI,MADHYA PRADESH,MANDSAUR
CHC DHUNDHARKA,MADHYA PRADESH,MANDSAUR
CHC MUNDI,MADHYA PRADESH,KHANDWA
CHC Jhik Bijuri,MADHYA PRADESH,SHAHDOL
JAISINGHNAGAR,MADHYA PRADESH,SHAHDOL
CHC CHITRANGI ,MADHYA PRADESH,SINGRAULI
CHC Dhanpuri,MADHYA PRADESH,SHAHDOL
CHC ATHNER,MADHYA PRADESH,BETUL
chc bairdah,MADHYA PRADESH,SINGRAULI
 CHC KHUJNER,MADHYA PRADESH,RAJGARH
CHC Satwas,MADHYA PRADESH,DEWAS
CHC SHAHPUR,MADHYA PRADESH,BETUL
CHC CHICHOLI,MADHYA PRADESH,BETUL
Chc beenaganj,MADHYA PRADESH,GUNA
CHC SHAHAPUR,MADHYA PRADESH,BURHANPUR
CHC MORWA,MADHYA PRADESH,SINGRAULI
CHC Narwar,MADHYA PRADESH,UJJAIN
CHC BIJAWAR,MADHYA PRADESH,CHHATARPUR
CHC DEOSAR,MADHYA PRADESH,SINGRAULI
CHC SEHRA ,MADHYA PRADESH,BETUL
CHC MULTAI,MADHYA PRADESH,BETUL
community health centre handiya,MADHYA PRADESH,HARDA
CHC NEPANGAR,MADHYA PRADESH,BURHANPUR
chc ghoradongri,MADHYA PRADESH,BETUL
CHC MYANA ,MADHYA PRADESH,GUNA
COMUNITY HEALTH CENTER PARASI,MADHYA PRADESH,ANUPPUR
CIVIL HOSPITAL AMBAH,MADHYA PRADESH,MORENA
CHC Suthaliya,MADHYA PRADESH,RAJGARH
